rainfall_mm,rainy_days,mushroom_species,growth_rate_g,harvest_time
59.93428306022466,8,King Oyster,354.6385568312356,2023-01-01
47.23471397657631,13,King Oyster,284.79092687116975,2023-01-02
62.953770762013846,4,Oyster,371.24573919107615,2023-01-03
80.46059712816052,0,King Oyster,467.5332842048829,2023-01-04
45.31693250553328,2,Shiitake,274.24312878043304,2023-01-05
45.31726086101639,9,King Oyster,274.24493473559016,2023-01-06
81.58425631014782,11,King Oyster,473.713409705813,2023-01-07
65.34869458305818,7,Shiitake,384.41782020682,2023-01-08
40.61051228130096,14,Oyster,248.3578175471553,2023-01-09
60.85120087171929,10,Shiitake,359.68160479445606,2023-01-10
40.73164614375075,5,King Oyster,249.02405379062915,2023-01-11
40.68540492859486,7,Oyster,248.76972710727176,2023-01-12
54.83924543132069,8,King Oyster,326.6158498722638,2023-01-13
11.73439510684404,3,Shiitake,89.53917308764221,2023-01-14
15.501643349739346,0,Shiitake,110.2590384235664,2023-01-15
38.75424941518055,13,King Oyster,238.14837178349302,2023-01-16
29.743377593311525,0,Chicken Leg,188.5885767632134,2023-01-17
56.28494665190548,9,Chicken Leg,334.5672065854801,2023-01-18
31.83951848957578,3,Shiitake,200.11735169266677,2023-01-19
21.75392597329417,11,Shiitake,144.6465928531179,2023-01-20
79.31297537843108,13,Chicken Leg,461.22136458137095,2023-01-21
45.48447399026929,6,Chicken Leg,275.1646069464811,2023-01-22
51.35056409375848,1,King Oyster,307.42810251567164,2023-01-23
21.505036275730863,2,King Oyster,143.27769951651973,2023-01-24
39.11234550949635,0,Chicken Leg,240.1179003022299,2023-01-25
52.21845179419732,4,King Oyster,312.2014848680853,2023-01-26
26.980128451553945,0,King Oyster,173.3907064835467,2023-01-27
57.51396036691344,7,Oyster,341.32678201802395,2023-01-28
37.9872262016239,0,King Oyster,233.92974410893146,2023-01-29
44.166125004134464,10,Shiitake,267.9136875227395,2023-01-30
37.96586775541206,0,King Oyster,233.81227265476633,2023-01-31
87.04556369017875,1,King Oyster,503.75060029598313,2023-02-01
49.730055505241324,1,Chicken Leg,298.5153052788273,2023-02-02
28.84578142088199,11,Shiitake,183.65179781485097,2023-02-03
66.45089824206377,5,King Oyster,390.47994033135075,2023-02-04
25.583127000579555,6,King Oyster,165.70719850318756,2023-02-05
54.17727190009511,4,Oyster,322.97499545052307,2023-02-06
10.806597522404488,0,King Oyster,84.43628637322468,2023-02-07
23.43627902203139,0,King Oyster,153.89953462117262,2023-02-08
53.93722471738247,2,Oyster,321.6547359456036,2023-02-09
64.76933159990821,13,Chicken Leg,381.2313237994952,2023-02-10
53.42736562379941,1,King Oyster,318.8505109308968,2023-02-11
47.68703435223519,4,Oyster,287.2786889372935,2023-02-12
43.97792608821423,11,Shiitake,266.87859348517827,2023-02-13
20.42956019265145,9,Chicken Leg,137.36258105958296,2023-02-14
35.60311583210583,5,Shiitake,220.81713707658204,2023-02-15
40.78722458080425,6,Shiitake,249.3297351944234,2023-02-16
71.1424445243783,3,Oyster,416.2834448840807,2023-02-17
56.872365791369226,6,King Oyster,337.79801185253075,2023-02-18
14.73919689274532,10,Oyster,106.06558291009927,2023-02-19
56.4816793878959,7,Oyster,335.6492366334275,2023-02-20
42.29835439167367,10,Oyster,257.6409491542052,2023-02-21
36.461559993880826,0,Oyster,225.53857996634454,2023-02-22
62.23352577681736,14,Chicken Leg,367.2843917724955,2023-02-23
70.61999044991902,5,King Oyster,413.40994747455454,2023-02-24
68.62560238232398,7,Shiitake,402.4408131027819,2023-02-25
33.21564953554723,4,Shiitake,207.68607244550978,2023-02-26
43.81575248297571,3,King Oyster,265.9866386563664,2023-02-27
56.62526862807128,1,Shiitake,336.43897745439205,2023-02-28
69.51090254244718,5,King Oyster,407.3099639834595,2023-03-01
40.4165152430942,5,Shiitake,247.2908338370181,2023-03-02
46.28682046672365,10,Oyster,279.57751256698003,2023-03-03
27.87330051987944,14,Shiitake,178.3031528593369,2023-03-04
26.075867518386584,0,King Oyster,168.4172713511262,2023-03-05
66.25051644788397,8,King Oyster,389.3778404633618,2023-03-06
77.12480057141646,11,King Oyster,449.18640314279054,2023-03-07
48.55979756839332,10,King Oyster,292.0788866261633,2023-03-08
70.07065795784048,5,King Oyster,410.3886187681226,2023-03-09
57.23272050095268,12,Chicken Leg,339.77996275523975,2023-03-10
37.09760490789751,2,Chicken Leg,229.0368269934363,2023-03-11
57.22791211016828,3,Shiitake,339.75351660592554,2023-03-12
80.76073132931938,11,King Oyster,469.18402231125657,2023-03-13
49.283479217800966,10,Shiitake,296.0591356979053,2023-03-14
81.29287311628012,3,King Oyster,472.1108021395407,2023-03-15
-2.394902081794889,2,King Oyster,11.82803855012811,2023-03-16
66.43805008750448,9,Chicken Leg,390.4092754812747,2023-03-17
51.74094136476342,2,Chicken Leg,309.5751775061988,2023-03-18
44.01985299068265,14,Oyster,267.1091914487546,2023-03-19
51.835215530710045,2,Chicken Leg,310.09368541890524,2023-03-20
10.248621707982146,3,Oyster,81.36741939390181,2023-03-21
45.60656224324976,6,Oyster,275.83609233787365,2023-03-22
57.14225143023493,3,Oyster,339.28238286629215,2023-03-23
79.55788089483032,8,Oyster,462.56834492156673,2023-03-24
39.63459563452705,0,Oyster,242.99027598989878,2023-03-25
33.830127942136244,7,Shiitake,211.06570368174934,2023-03-26
39.96485912830927,6,Chicken Leg,244.806725205701,2023-03-27
68.30804235404148,1,Oyster,400.69423294722816,2023-03-28
56.57502219319369,7,King Oyster,336.16262206256533,2023-03-29
